user_id,id_group,ad_date,purchase_date,promo_type,time_left
797,0,2021-02-04,2021-03-12,Std Bundle,2020-09-24
1827,1,2021-01-06,2021-01-15,Platinum Bundle,2020-07-11
5476,1,2021-05-04,2021-05-23,Platinum Bundle,2020-11-20
1516,1,2021-02-20,2021-04-07,Bundle Limited,2020-11-19
4586,0,2021-05-25,2021-07-01,Std Bundle,2021-02-24
4452,1,2021-05-12,2021-06-26,Bundle Limited,2020-12-07
2370,1,2021-02-26,2021-03-31,Gold Bundle,2020-10-07
2764,1,2021-07-05,,Gold Bundle,2021-04-18
3091,1,2021-07-25,,Platinum Bundle,2021-02-03
5558,1,2021-02-10,2021-03-20,Gold Bundle,2020-11-04
2286,0,2021-03-14,,Std Bundle,2020-10-18
2289,1,2021-04-04,2021-04-26,Platinum Bundle,2020-11-11
4120,1,2021-05-12,2021-07-17,Platinum Bundle,2021-03-29
4850,1,2021-04-04,2021-05-24,Platinum Bundle,2021-03-03
3156,1,2021-06-27,2021-08-12,Gold Bundle,2021-04-12
5651,0,2021-04-01,2021-05-29,Std Bundle,2020-10-29
5010,1,2021-07-24,2021-08-04,Platinum Bundle,2021-04-11
722,1,2021-05-10,2021-05-27,Platinum Bundle,2020-11-11
3799,1,2021-05-27,2021-06-01,Platinum Bundle,2021-02-02
1228,0,2021-04-01,,Std Bundle,2020-10-30
3602,0,2021-04-12,,Std Bundle,2021-01-05
1421,1,2021-04-11,2021-06-04,Gold Bundle,2021-02-05
3758,1,2021-04-27,2021-06-29,Platinum Bundle,2021-02-13
2721,1,2021-04-11,2021-06-01,Gold Bundle,2020-10-27
3205,1,2021-04-25,2021-06-28,Gold Bundle,2020-10-27
5167,1,2021-01-04,2021-02-26,Platinum Bundle,2020-11-20
3378,1,2021-03-06,2021-04-24,Platinum Bundle,2020-10-01
3997,1,2021-04-21,2021-05-28,Gold Bundle,2020-11-22
395,0,2021-04-10,,Std Bundle,2020-11-26
663,0,2021-02-21,2021-03-05,Std Bundle,2020-10-26
396,1,2021-05-24,2021-07-29,Gold Bundle,2021-02-09
1211,0,2021-02-22,,Std Bundle,2020-12-15
2375,0,2021-01-26,,Std Bundle,2020-12-27
5038,1,2021-03-17,,Platinum Bundle,2020-12-21
1095,1,2021-07-29,,Gold Bundle,2021-04-04
5412,1,2021-07-10,2021-07-23,Platinum Bundle,2021-04-24
3111,1,2021-03-04,2021-04-28,Gold Bundle,2020-12-21
3377,1,2021-05-08,2021-05-18,Bundle Limited,2020-12-16
4641,1,2021-01-21,2021-02-11,Platinum Bundle,2020-10-24
602,0,2021-05-27,,Std Bundle,2021-02-18
5264,1,2021-08-18,,Platinum Bundle,2021-07-12
810,0,2021-03-07,2021-05-01,Std Bundle,2020-11-07
2875,1,2021-04-22,2021-05-09,Platinum Bundle,2020-11-04
2487,1,2021-07-28,,Bundle Limited,2021-03-21
1886,1,2021-01-15,2021-02-10,Bundle Limited,2020-12-16
4217,0,2021-01-28,,Std Bundle,2020-10-12
4103,1,2021-05-01,2021-05-10,Platinum Bundle,2021-01-28
2308,1,2021-04-22,2021-06-29,Gold Bundle,2021-01-14
2937,0,2021-04-01,,Std Bundle,2021-01-18
3436,1,2021-02-08,2021-04-05,Gold Bundle,2021-01-01
2995,0,2021-03-01,,Std Bundle,2020-09-05
1380,0,2021-03-18,,Std Bundle,2020-12-28
3280,1,2021-03-19,,Gold Bundle,2020-10-31
3990,0,2021-03-12,2021-04-02,Std Bundle,2020-12-05
2814,0,2021-02-15,,Std Bundle,2020-12-09
3242,1,2021-07-27,,Gold Bundle,2021-05-08
1219,1,2021-03-01,2021-04-10,Gold Bundle,2020-10-24
347,0,2021-02-07,,Std Bundle,2020-09-26
3499,1,2021-04-24,2021-06-18,Gold Bundle,2021-02-25
1807,0,2021-05-23,,Std Bundle,2021-04-07
5722,0,2021-01-01,2021-01-17,Std Bundle,2020-11-17
1365,1,2021-06-13,2021-08-16,Gold Bundle,2021-01-24
4444,1,2021-01-10,2021-01-31,Bundle Limited,2020-09-21
879,1,2021-05-23,2021-07-03,Gold Bundle,2021-02-06
3334,1,2021-06-23,2021-08-07,Platinum Bundle,2021-03-25
4989,1,2021-05-09,2021-06-11,Gold Bundle,2021-01-29
3033,1,2021-04-13,2021-06-16,Bundle Limited,2020-10-30
1524,1,2021-07-08,2021-09-07,Gold Bundle,2021-05-11
2435,1,2021-02-25,,Platinum Bundle,2020-12-29
4966,1,2021-03-26,2021-05-14,Bundle Limited,2021-02-20
1537,1,2021-01-04,2021-02-16,Bundle Limited,2020-10-26
982,1,2021-01-01,2021-01-10,Platinum Bundle,2020-08-04
874,1,2021-04-19,2021-05-16,Platinum Bundle,2020-10-27
3596,1,2021-04-24,2021-05-04,Platinum Bundle,2021-03-18
2717,1,2021-06-24,2021-08-07,Gold Bundle,2021-04-01
2055,1,2021-01-05,2021-03-06,Gold Bundle,2020-08-11
2276,1,2021-04-01,2021-04-26,Platinum Bundle,2021-02-14
1172,1,2021-07-30,2021-08-18,Bundle Limited,2021-04-29
4535,0,2021-04-07,2021-04-24,Std Bundle,2020-10-22
5392,1,2021-03-23,2021-05-01,Gold Bundle,2021-01-11
5684,1,2021-02-17,,Platinum Bundle,2020-12-09
4904,0,2021-01-11,,Std Bundle,2020-11-09
1923,1,2021-05-15,2021-07-03,Gold Bundle,2021-01-19
1681,1,2021-04-28,2021-06-20,Platinum Bundle,2020-11-03
4105,1,2021-01-12,2021-02-20,Platinum Bundle,2020-07-19
2827,1,2021-01-03,2021-02-28,Gold Bundle,2020-07-09
5580,0,2021-04-17,2021-06-20,Std Bundle,2021-01-26
2181,0,2021-04-29,,Std Bundle,2021-02-21
2078,1,2021-07-27,,Gold Bundle,2021-03-17
3346,1,2021-02-20,2021-04-10,Gold Bundle,2020-12-27
5254,0,2021-03-25,,Std Bundle,2020-12-27
3692,0,2021-07-17,,Std Bundle,2021-01-18
2579,1,2021-02-15,2021-03-31,Gold Bundle,2020-10-30
738,1,2021-04-16,2021-06-19,Platinum Bundle,2020-10-28
3186,1,2021-04-30,2021-05-29,Platinum Bundle,2020-12-23
715,1,2021-04-11,2021-05-08,Bundle Limited,2020-12-06
49,0,2021-02-03,,Std Bundle,2020-10-28
3650,1,2021-06-29,2021-08-18,Platinum Bundle,2021-05-14
3750,0,2021-05-03,2021-06-21,Std Bundle,2021-02-01
1116,1,2021-04-24,2021-06-30,Platinum Bundle,2020-11-28
778,0,2021-02-10,2021-03-15,Std Bundle,2020-11-28
2574,1,2021-07-14,2021-09-08,Gold Bundle,2021-04-23
4758,1,2021-05-28,2021-07-29,Gold Bundle,2021-04-17
3936,1,2021-01-27,2021-03-02,Gold Bundle,2020-11-15
3491,1,2021-05-14,,Platinum Bundle,2021-02-06
4493,1,2021-01-14,2021-03-07,Gold Bundle,2020-08-09
4529,0,2021-05-19,,Std Bundle,2020-12-07
3976,0,2021-07-26,,Std Bundle,2021-04-11
836,1,2021-05-15,2021-07-21,Gold Bundle,2021-01-15
4885,1,2021-03-14,2021-04-28,Gold Bundle,2020-11-05
919,0,2021-01-15,,Std Bundle,2020-10-10
4502,0,2021-05-24,,Std Bundle,2021-02-12
3890,1,2021-01-29,2021-03-20,Gold Bundle,2020-09-05
5029,0,2021-05-22,,Std Bundle,2021-04-03
4863,1,2021-05-09,2021-07-09,Platinum Bundle,2020-12-09
765,0,2021-06-20,,Std Bundle,2021-04-25
3517,1,2021-02-17,2021-04-15,Gold Bundle,2020-12-15
1015,1,2021-01-04,2021-03-01,Gold Bundle,2020-08-04
3981,0,2021-05-25,,Std Bundle,2021-02-28
1519,0,2021-04-21,,Std Bundle,2020-11-21
192,1,2021-06-29,2021-08-06,Platinum Bundle,2021-01-23
3160,1,2021-03-19,2021-05-18,Gold Bundle,2020-11-16
3146,1,2021-07-10,2021-08-16,Gold Bundle,2021-03-18
2101,1,2021-07-28,,Gold Bundle,2021-03-04
2230,1,2021-01-13,2021-02-17,Gold Bundle,2020-09-13
2645,1,2021-01-16,2021-03-08,Bundle Limited,2020-12-07
2698,1,2021-01-09,2021-02-23,Platinum Bundle,2020-08-13
1461,0,2021-02-09,,Std Bundle,2020-10-18
79,0,2021-03-18,,Std Bundle,2020-12-05
3606,1,2021-02-24,,Platinum Bundle,2020-12-02
336,0,2021-05-31,,Std Bundle,2021-04-19
5148,1,2021-03-18,2021-04-20,Gold Bundle,2020-10-07
2915,1,2021-05-02,2021-06-15,Platinum Bundle,2021-03-31
507,1,2021-01-24,,Platinum Bundle,2020-09-11
3937,0,2021-02-17,,Std Bundle,2020-09-06
889,1,2021-05-22,2021-06-24,Platinum Bundle,2021-02-11
1218,1,2021-03-17,2021-05-13,Platinum Bundle,2021-02-05
1132,0,2021-04-14,,Std Bundle,2021-02-06
5666,0,2021-07-24,,Std Bundle,2021-06-01
480,1,2021-06-22,2021-07-06,Platinum Bundle,2021-01-27
158,0,2021-01-03,,Std Bundle,2020-09-22
258,0,2021-04-01,2021-05-19,Std Bundle,2020-10-21
3035,1,2021-01-24,2021-02-17,Bundle Limited,2020-08-21
3489,1,2021-03-02,2021-03-10,Platinum Bundle,2020-11-29
1655,0,2021-08-23,,Std Bundle,2021-02-25
1136,1,2021-08-07,2021-09-07,Platinum Bundle,2021-02-21
849,1,2021-08-14,,Platinum Bundle,2021-03-17
1665,1,2021-03-20,,Platinum Bundle,2020-11-20
4210,1,2021-06-09,2021-08-13,Platinum Bundle,2021-02-11
2400,1,2021-05-18,2021-07-16,Gold Bundle,2021-03-16
1620,0,2021-02-16,2021-03-19,Std Bundle,2020-12-31
360,0,2021-04-12,2021-06-02,Std Bundle,2020-10-17
5448,0,2021-01-05,2021-02-03,Std Bundle,2020-09-24
2200,1,2021-01-26,2021-03-13,Gold Bundle,2020-09-24
298,0,2021-03-08,,Std Bundle,2020-09-15
808,1,2021-07-26,2021-09-05,Platinum Bundle,2021-02-03
3496,0,2021-01-02,,Std Bundle,2020-09-14
5477,1,2021-04-01,2021-05-07,Gold Bundle,2021-01-16
1036,0,2021-05-14,,Std Bundle,2021-01-24
4814,1,2021-05-14,2021-06-17,Bundle Limited,2021-02-13
4180,0,2021-02-20,,Std Bundle,2020-10-13
2911,1,2021-07-28,,Gold Bundle,2021-03-23
523,1,2021-02-24,2021-04-30,Gold Bundle,2020-10-27
3012,1,2021-07-31,,Gold Bundle,2021-06-21
5464,0,2021-05-28,,Std Bundle,2020-12-03
1231,1,2021-05-29,2021-06-29,Platinum Bundle,2021-04-13
4743,0,2021-08-03,,Std Bundle,2021-02-17
5066,0,2021-02-27,,Std Bundle,2021-01-01
5618,1,2021-01-17,2021-02-28,Gold Bundle,2020-10-25
1791,0,2021-03-31,,Std Bundle,2020-11-22
248,1,2021-03-22,2021-05-04,Gold Bundle,2020-11-22
1079,0,2021-05-02,,Std Bundle,2021-03-14
956,1,2021-02-17,2021-04-13,Platinum Bundle,2020-10-16
2500,1,2021-07-14,2021-09-08,Gold Bundle,2021-04-20
3210,1,2021-07-26,,Gold Bundle,2021-06-25
2941,1,2021-05-27,2021-07-14,Gold Bundle,2021-03-14
773,1,2021-05-05,2021-05-12,Bundle Limited,2020-11-27
3378,1,2021-07-25,,Platinum Bundle,2021-05-05
4896,1,2021-03-15,2021-04-21,Gold Bundle,2020-11-19
22,1,2021-03-06,2021-04-18,Gold Bundle,2021-02-01
2256,0,2021-01-11,2021-02-09,Std Bundle,2020-08-22
4173,0,2021-02-19,2021-04-27,Std Bundle,2020-12-16
4320,0,2021-04-19,,Std Bundle,2020-11-21
680,1,2021-06-30,2021-09-02,Platinum Bundle,2021-03-27
4503,1,2021-05-16,2021-07-10,Platinum Bundle,2020-12-10
4804,1,2021-05-04,2021-06-12,Gold Bundle,2021-01-08
4123,1,2021-02-28,2021-03-27,Platinum Bundle,2020-12-01
822,1,2021-05-08,2021-06-05,Platinum Bundle,2021-04-05
1957,1,2021-06-19,2021-06-22,Bundle Limited,2021-05-20
1683,1,2021-02-17,2021-04-04,Gold Bundle,2020-11-28
5513,1,2021-02-14,,Platinum Bundle,2020-10-01
4890,0,2021-06-27,,Std Bundle,2021-03-19
2845,0,2021-01-31,,Std Bundle,2020-12-30
2333,0,2021-02-12,,Std Bundle,2020-09-30
965,1,2021-07-30,,Platinum Bundle,2021-05-24
2336,0,2021-04-06,,Std Bundle,2020-11-22
3932,1,2021-05-19,2021-07-11,Gold Bundle,2020-12-28
3206,1,2021-04-21,2021-06-06,Platinum Bundle,2021-03-04
2387,1,2021-07-13,2021-08-23,Gold Bundle,2021-03-17
4256,1,2021-05-05,2021-05-16,Platinum Bundle,2021-01-21
2650,1,2021-02-26,2021-03-13,Platinum Bundle,2020-11-04
449,0,2021-01-31,,Std Bundle,2021-01-01
1004,1,2021-06-23,2021-08-09,Platinum Bundle,2021-02-06
2025,1,2021-06-21,2021-06-30,Platinum Bundle,2021-04-07
4662,1,2021-01-14,2021-03-11,Bundle Limited,2020-08-20
2848,1,2021-03-07,2021-04-30,Gold Bundle,2020-09-25
5013,0,2021-01-11,,Std Bundle,2020-11-13
925,0,2021-01-18,2021-01-26,Std Bundle,2020-11-18
3534,1,2021-01-17,2021-03-17,Platinum Bundle,2020-09-02
5707,1,2021-01-04,2021-01-22,Platinum Bundle,2020-08-27
1163,1,2021-04-16,2021-06-08,Gold Bundle,2020-10-22
3898,1,2021-04-11,2021-04-19,Platinum Bundle,2020-12-29
5690,1,2021-04-16,2021-05-16,Platinum Bundle,2021-03-04
5285,1,2021-07-23,2021-08-12,Platinum Bundle,2021-04-11
5080,0,2021-01-26,2021-02-20,Std Bundle,2020-11-10
3658,0,2021-04-25,,Std Bundle,2020-12-17
5644,1,2021-02-14,2021-03-23,Platinum Bundle,2020-09-28
2565,0,2021-01-13,,Std Bundle,2020-09-07
4288,0,2021-01-27,2021-03-16,Bundle Limited,2020-10-20
3132,1,2021-07-15,,Gold Bundle,2021-05-07
838,0,2021-02-11,2021-04-01,Std Bundle,2020-12-22
2629,0,2021-01-31,,Std Bundle,2020-10-19
1975,1,2021-02-09,2021-03-25,Platinum Bundle,2020-12-18
2279,1,2021-03-05,2021-04-09,Gold Bundle,2020-11-12
932,0,2021-04-02,2021-04-07,Bundle Limited,2021-01-02
4301,0,2021-03-14,2021-05-11,Bundle Limited,2020-10-31
5024,1,2021-03-23,2021-04-07,Platinum Bundle,2020-12-28
5175,0,2021-02-15,2021-04-16,Std Bundle,2020-09-04
5410,1,2021-03-30,2021-04-28,Platinum Bundle,2020-12-11
4471,0,2021-04-25,,Std Bundle,2021-02-11
2460,0,2021-03-31,2021-06-02,Bundle Limited,2020-11-24
5692,1,2021-04-04,,Gold Bundle,2020-11-29
4544,0,2021-04-21,2021-05-20,Std Bundle,2020-12-03
3009,1,2021-02-17,2021-04-13,Gold Bundle,2020-11-10
5282,0,2021-06-01,,Std Bundle,2021-03-18
3810,1,2021-03-05,2021-03-18,Bundle Limited,2020-10-13
2817,1,2021-01-17,2021-02-26,Platinum Bundle,2020-08-20
2653,1,2021-05-18,2021-05-26,Platinum Bundle,2020-12-01
3043,0,2021-03-17,,Std Bundle,2020-10-18
1107,0,2021-05-28,,Std Bundle,2021-03-03
4244,1,2021-05-30,2021-07-10,Platinum Bundle,2020-12-25
1245,1,2021-05-07,2021-07-07,Gold Bundle,2020-12-13
175,0,2021-01-18,2021-02-01,Std Bundle,2020-07-26
4690,1,2021-03-01,2021-04-04,Gold Bundle,2020-09-26
5149,0,2021-02-03,2021-03-06,Std Bundle,2020-09-24
4193,1,2021-06-11,2021-08-04,Gold Bundle,2021-02-20
567,0,2021-02-13,,Std Bundle,2020-12-28
5771,1,2021-05-02,2021-05-29,Platinum Bundle,2021-01-27
5081,1,2021-01-14,2021-03-21,Gold Bundle,2020-10-26
5516,0,2021-04-28,2021-07-02,Bundle Limited,2020-11-04
3500,1,2021-02-23,2021-04-22,Platinum Bundle,2020-09-22
24,0,2021-02-11,2021-03-11,Std Bundle,2020-10-01
1229,0,2021-08-08,,Std Bundle,2021-04-29
2615,1,2021-06-20,2021-06-29,Platinum Bundle,2021-04-21
949,0,2021-01-21,2021-01-31,Std Bundle,2020-07-27
494,1,2021-01-21,2021-02-15,Platinum Bundle,2020-07-27
1966,0,2021-05-13,2021-06-06,Std Bundle,2020-12-12
99,0,2021-05-11,,Std Bundle,2020-12-26
166,1,2021-04-01,2021-05-12,Gold Bundle,2020-11-01
4480,1,2021-03-09,2021-04-28,Platinum Bundle,2020-10-12
1982,1,2021-01-20,2021-03-21,Gold Bundle,2020-09-09
964,1,2021-06-01,2021-07-05,Platinum Bundle,2021-04-03
1312,0,2021-07-04,,Std Bundle,2021-05-09
5436,0,2021-08-21,,Std Bundle,2021-04-18
4934,0,2021-01-02,,Std Bundle,2020-10-05
4057,1,2021-01-17,2021-03-09,Gold Bundle,2020-10-02
3990,1,2021-02-01,2021-03-10,Gold Bundle,2020-09-29
3245,1,2021-06-01,2021-07-23,Gold Bundle,2021-04-06
2712,1,2021-05-17,2021-07-22,Gold Bundle,2021-04-05
5718,1,2021-05-23,2021-07-27,Gold Bundle,2021-01-30
1149,0,2021-08-05,,Std Bundle,2021-02-22
3396,0,2021-02-15,,Std Bundle,2021-01-13
4880,1,2021-01-19,2021-02-21,Gold Bundle,2020-09-08
4906,1,2021-06-13,2021-07-08,Platinum Bundle,2021-02-01
40,0,2021-02-14,,Std Bundle,2021-01-02
1535,1,2021-04-04,2021-05-23,Platinum Bundle,2021-02-25
3305,0,2021-03-05,,Std Bundle,2021-01-25
5034,1,2021-06-21,2021-08-22,Gold Bundle,2021-05-17
1291,0,2021-06-26,,Std Bundle,2021-05-17
4009,1,2021-01-22,2021-01-30,Platinum Bundle,2020-08-07
3545,0,2021-02-17,,Std Bundle,2020-11-08
5082,1,2021-02-26,2021-04-10,Platinum Bundle,2020-09-11
3034,1,2021-03-23,2021-04-26,Platinum Bundle,2020-12-22
5380,0,2021-02-09,,Std Bundle,2020-11-01
4330,1,2021-02-11,2021-03-17,Platinum Bundle,2020-09-24
2726,1,2021-01-16,2021-03-17,Gold Bundle,2020-10-05
3150,1,2021-04-25,2021-05-18,Platinum Bundle,2020-11-08
1877,1,2021-04-23,2021-06-03,Gold Bundle,2020-11-10
3014,1,2021-06-11,2021-08-09,Gold Bundle,2020-12-14
4775,1,2021-05-31,2021-07-12,Bundle Limited,2021-02-16
5365,0,2021-04-27,2021-06-22,Std Bundle,2021-03-01
2802,1,2021-05-20,2021-06-27,Gold Bundle,2021-01-19
671,1,2021-02-05,2021-03-13,Platinum Bundle,2020-12-07
2517,0,2021-07-08,2021-08-04,Bundle Limited,2021-02-08
1558,1,2021-05-09,2021-07-04,Gold Bundle,2021-01-23
4605,0,2021-06-07,2021-07-26,Bundle Limited,2021-04-14
5084,0,2021-03-18,2021-03-29,Std Bundle,2020-11-23
4991,1,2021-02-19,,Platinum Bundle,2020-10-07
1740,1,2021-03-18,2021-04-25,Gold Bundle,2020-09-24
694,1,2021-05-18,2021-06-02,Platinum Bundle,2021-04-18
1332,1,2021-03-03,2021-04-28,Gold Bundle,2020-10-26
5577,0,2021-06-20,,Std Bundle,2021-02-24
589,1,2021-02-19,2021-04-02,Gold Bundle,2020-08-29
5539,1,2021-02-22,2021-04-28,Bundle Limited,2020-10-09
809,0,2021-02-19,,Std Bundle,2020-12-16
3198,1,2021-01-15,,Gold Bundle,2020-08-09
1616,1,2021-04-26,2021-06-20,Gold Bundle,2020-12-28
2624,0,2021-04-23,,Std Bundle,2021-03-21
3400,0,2021-01-30,,Std Bundle,2020-11-03
1771,0,2021-01-03,,Std Bundle,2020-08-01
3373,0,2021-01-24,,Std Bundle,2020-08-30
2943,1,2021-05-14,2021-07-12,Platinum Bundle,2021-04-06
5387,1,2021-01-07,2021-02-19,Platinum Bundle,2020-09-22
2357,0,2021-04-18,2021-04-23,Std Bundle,2021-02-11
244,0,2021-04-25,2021-04-30,Std Bundle,2020-12-26
2602,0,2021-01-02,,Std Bundle,2020-09-10
2287,1,2021-02-13,,Gold Bundle,2020-10-31
1626,0,2021-01-03,,Std Bundle,2020-09-28
1762,0,2021-05-07,,Std Bundle,2021-02-02
5846,1,2021-01-13,2021-01-30,Platinum Bundle,2020-11-01
4413,1,2021-03-09,2021-03-19,Platinum Bundle,2020-10-10
5733,1,2021-04-21,2021-06-21,Gold Bundle,2021-03-10
1335,0,2021-02-24,2021-03-07,Bundle Limited,2020-10-29
5365,1,2021-02-18,2021-03-17,Platinum Bundle,2020-11-22
3163,0,2021-04-30,,Std Bundle,2020-11-04
4206,1,2021-02-04,2021-03-17,Gold Bundle,2020-10-19
3951,0,2021-02-07,2021-03-15,Bundle Limited,2020-08-12
1543,1,2021-08-20,,Gold Bundle,2021-02-22
312,0,2021-04-13,,Std Bundle,2021-02-03
4528,1,2021-04-23,2021-05-23,Platinum Bundle,2021-02-03
5845,1,2021-03-06,2021-04-14,Gold Bundle,2020-11-19
2934,1,2021-04-26,2021-05-22,Platinum Bundle,2020-11-12
970,0,2021-05-26,,Std Bundle,2021-02-05
1859,1,2021-04-01,2021-05-09,Platinum Bundle,2021-01-18
351,1,2021-02-22,2021-05-01,Gold Bundle,2020-12-25
4363,1,2021-02-12,2021-04-10,Platinum Bundle,2020-12-02
5101,1,2021-04-21,2021-06-06,Gold Bundle,2021-01-31
885,0,2021-04-01,,Std Bundle,2021-02-04
2231,1,2021-01-19,2021-03-09,Platinum Bundle,2020-08-23
5109,0,2021-01-21,2021-03-13,Std Bundle,2020-11-06
2630,1,2021-07-19,,Gold Bundle,2021-06-16
450,0,2021-04-25,,Std Bundle,2020-11-06
265,1,2021-04-24,2021-05-09,Bundle Limited,2021-01-21
3185,0,2021-05-13,,Std Bundle,2020-11-17
3244,1,2021-04-19,2021-06-21,Platinum Bundle,2021-03-15
4701,0,2021-03-17,2021-03-24,Bundle Limited,2020-10-13
1998,0,2021-06-18,,Std Bundle,2021-03-10
4804,0,2021-05-26,,Std Bundle,2021-02-21
41,0,2021-04-17,,Std Bundle,2020-11-05
10,0,2021-05-22,2021-07-27,Bundle Limited,2021-02-28
3169,0,2021-05-28,2021-06-29,Std Bundle,2021-03-21
2615,1,2021-04-17,2021-06-11,Bundle Limited,2020-10-21
3714,0,2021-01-14,,Std Bundle,2020-10-20
5483,0,2021-05-18,,Std Bundle,2020-12-25
4352,0,2021-04-23,,Std Bundle,2020-12-24
24,0,2021-07-22,2021-08-06,Std Bundle,2021-04-07
5491,0,2021-06-15,,Std Bundle,2021-01-15
4051,1,2021-04-18,2021-05-11,Platinum Bundle,2021-02-27
82,1,2021-06-15,2021-08-15,Gold Bundle,2021-01-03
4019,0,2021-04-10,,Std Bundle,2021-01-10
3176,1,2021-05-31,2021-07-02,Platinum Bundle,2021-04-21
3151,0,2021-07-07,2021-08-19,Bundle Limited,2021-05-10
4247,1,2021-09-01,,Platinum Bundle,2021-05-21
553,1,2021-04-05,2021-05-22,Gold Bundle,2020-12-03
4423,0,2021-04-06,2021-06-04,Std Bundle,2021-02-16
5435,1,2021-05-10,2021-06-12,Platinum Bundle,2020-11-29
5235,0,2021-02-27,,Std Bundle,2020-10-10
341,0,2021-07-29,2021-08-09,Bundle Limited,2021-03-28
5580,1,2021-01-26,2021-03-29,Bundle Limited,2020-10-25
3451,1,2021-03-12,2021-04-01,Platinum Bundle,2021-01-06
2520,0,2021-01-26,,Std Bundle,2020-09-21
4166,0,2021-01-11,2021-03-09,Bundle Limited,2020-10-21
2817,0,2021-06-30,2021-07-25,Bundle Limited,2021-01-17
3498,1,2021-04-28,2021-06-02,Gold Bundle,2021-03-06
5008,1,2021-07-25,,Gold Bundle,2021-01-28
4771,1,2021-01-16,2021-02-18,Platinum Bundle,2020-12-06
385,0,2021-03-25,,Std Bundle,2020-10-03
1298,0,2021-01-16,,Std Bundle,2020-07-22
5079,1,2021-03-20,2021-05-15,Gold Bundle,2020-10-06
3134,1,2021-04-22,2021-06-21,Platinum Bundle,2020-12-20
5482,0,2021-04-30,,Std Bundle,2021-01-16
2333,1,2021-05-01,2021-06-21,Gold Bundle,2021-01-11
3795,1,2021-03-10,2021-04-28,Platinum Bundle,2021-01-27
154,0,2021-01-20,,Std Bundle,2020-11-17
2175,0,2021-05-02,,Std Bundle,2021-02-01
708,1,2021-06-02,2021-07-17,Gold Bundle,2021-01-04
873,1,2021-02-23,2021-03-17,Platinum Bundle,2020-11-23
1566,0,2021-01-05,2021-02-13,Std Bundle,2020-07-27
863,0,2021-05-14,2021-05-23,Bundle Limited,2020-12-05
5238,1,2021-07-24,,Gold Bundle,2021-03-04
76,0,2021-01-22,2021-02-14,Std Bundle,2020-11-17
529,1,2021-07-31,2021-08-23,Bundle Limited,2021-03-19
3415,0,2021-01-15,,Std Bundle,2020-08-12
2393,0,2021-04-17,,Std Bundle,2020-10-24
778,0,2021-01-17,,Std Bundle,2020-09-03
283,1,2021-02-16,2021-03-30,Gold Bundle,2020-11-28
458,0,2021-01-28,2021-02-06,Bundle Limited,2020-08-02
3507,1,2021-04-25,2021-06-19,Gold Bundle,2021-02-17
1710,1,2021-04-21,2021-06-11,Platinum Bundle,2020-12-25
23,1,2021-06-19,2021-07-28,Gold Bundle,2021-02-02
549,1,2021-04-09,2021-05-15,Gold Bundle,2020-10-16
5101,0,2021-01-05,2021-02-19,Bundle Limited,2020-09-18
2324,0,2021-05-25,2021-07-27,Bundle Limited,2021-03-06
3985,1,2021-07-15,,Gold Bundle,2021-05-10
5598,1,2021-03-04,2021-04-15,Platinum Bundle,2021-01-05
1249,0,2021-01-12,,Std Bundle,2020-12-01
4873,1,2021-05-25,2021-07-17,Gold Bundle,2021-04-08
301,0,2021-01-30,2021-03-21,Std Bundle,2020-08-07
4637,0,2021-02-07,2021-03-20,Std Bundle,2020-09-18
4176,0,2021-04-05,,Std Bundle,2021-01-11
2594,1,2021-01-22,2021-03-25,Gold Bundle,2020-08-03
5783,1,2021-01-09,2021-03-06,Gold Bundle,2020-07-30
2428,0,2021-02-22,,Std Bundle,2020-12-01
1602,1,2021-02-26,,Gold Bundle,2020-12-17
2986,1,2021-03-31,2021-05-19,Gold Bundle,2021-01-27
4979,0,2021-02-24,,Std Bundle,2020-11-05
5792,1,2021-03-20,2021-04-19,Platinum Bundle,2021-02-01
3596,1,2021-04-10,2021-06-09,Gold Bundle,2021-01-06
1096,0,2021-07-16,2021-08-20,Bundle Limited,2021-01-29
4643,1,2021-07-13,,Gold Bundle,2021-05-18
683,0,2021-02-01,2021-03-02,Std Bundle,2020-08-31
1402,1,2021-04-20,2021-06-07,Gold Bundle,2020-11-14
3011,0,2021-01-18,,Std Bundle,2020-11-13
1559,1,2021-01-09,2021-02-16,Platinum Bundle,2020-08-19
1609,0,2021-04-14,2021-06-11,Std Bundle,2020-11-24
2853,0,2021-02-03,2021-04-01,Std Bundle,2020-08-13
1016,1,2021-05-31,2021-08-04,Gold Bundle,2021-02-08
4493,0,2021-04-01,,Std Bundle,2021-01-14
2991,0,2021-02-01,2021-02-27,Bundle Limited,2020-08-26
2883,1,2021-03-20,2021-05-18,Gold Bundle,2020-09-23
2994,1,2021-05-28,2021-07-01,Platinum Bundle,2021-02-04
4347,1,2021-04-07,2021-06-09,Gold Bundle,2020-10-25
1779,1,2021-03-28,2021-05-02,Gold Bundle,2021-01-08
3017,1,2021-04-08,2021-04-15,Platinum Bundle,2020-12-08
5497,0,2021-03-22,2021-04-12,Bundle Limited,2020-10-13
1790,0,2021-01-18,2021-02-15,Bundle Limited,2020-11-21
4260,0,2021-08-03,2021-08-09,Bundle Limited,2021-04-12
2278,1,2021-01-03,2021-02-23,Gold Bundle,2020-09-02
2422,1,2021-05-03,2021-07-08,Platinum Bundle,2021-03-23
691,1,2021-05-26,2021-07-20,Gold Bundle,2020-12-22
